roll_no,name,gender,city,department,semester,study_hours_per_day,sleep_hours,attendance_pct,prev_gpa,assignment_score,quiz_avg,lab_score,participation_score,stress_level,internet_hours,part_time_job,family_support,commute_hours,health_score,extracurricular,final_score,grade,final_gpa,outcome
STU-1873,Imran Sheikh,Male,Karachi,Med,7,4.4,9.0,95.1,3.02,81.7,73.8,92.4,3.4,5.9,3.5,0,8.4,1.2,9.3,0,39.1,F,0.0,Fail
STU-1874,Amna Ahmed,Male,Lahore,CS,8,6.7,9.6,67.0,2.96,79.7,86.1,90.0,8.3,3.7,5.1,1,8.0,2.4,2.3,0,43.3,F,0.0,Fail
STU-1875,Rabia Ali,Male,Karachi,EE,1,3.6,8.9,94.9,3.22,81.4,75.0,70.8,5.4,4.8,4.6,0,8.3,0.8,6.3,0,35.1,F,0.0,Fail
STU-1876,Imran Ahmed,Female,Lahore,Mech,2,5.0,5.9,81.0,3.51,81.3,84.9,94.7,4.6,2.2,3.6,0,6.4,1.1,5.6,0,46.5,F,0.0,Fail
STU-1877,Kamran Hussain,Male,Lahore,CS,5,4.6,7.1,92.2,3.27,75.0,78.3,86.6,5.1,4.3,2.6,1,8.1,3.2,5.9,0,34.9,F,0.0,Fail
STU-1878,Usman Ali,Male,Lahore,Med,2,3.5,9.8,73.5,2.78,83.1,53.0,74.3,7.6,3.1,3.2,1,6.3,0.4,7.1,0,29.6,F,0.0,Fail
STU-1879,Usman Sheikh,Male,Lahore,BBA,7,6.6,6.7,75.8,3.27,68.9,76.3,71.2,7.0,2.3,2.9,0,7.6,1.8,7.2,0,52.2,D,1.0,At-Risk
STU-1880,Rabia Ali,Male,Karachi,Civil,8,7.0,9.8,88.0,2.16,96.2,90.4,89.0,5.6,4.5,3.8,0,6.9,2.2,5.0,0,50.3,D,1.0,At-Risk
STU-1881,Rabia Sheikh,Male,Islamabad,EE,8,3.5,8.1,95.8,3.04,89.8,78.2,93.8,4.0,4.2,3.5,0,5.0,0.4,8.5,1,43.7,F,0.0,Fail
STU-1882,Kamran Chaudhry,Male,Islamabad,CS,2,5.5,8.8,87.6,3.25,62.7,53.4,78.9,3.9,2.6,5.1,0,7.2,1.1,5.9,0,40.0,F,0.0,Fail
STU-1883,Tariq Khan,Male,Peshawar,Civil,2,6.4,9.7,74.9,2.99,64.9,71.6,81.1,5.2,2.1,3.6,0,9.3,1.2,7.5,1,56.3,D,1.0,At-Risk
STU-1884,Amna Ali,Male,Quetta,EE,4,4.5,8.9,85.7,3.39,83.2,57.3,68.7,6.3,1.5,2.6,1,8.6,0.9,8.2,1,48.5,F,0.0,Fail
STU-1885,Ayesha Malik,Male,Islamabad,BBA,5,7.9,6.3,97.6,2.77,82.7,95.6,87.6,7.9,2.7,2.7,0,6.2,1.9,8.2,1,83.1,A,4.0,Pass
STU-1886,Bilal Chaudhry,Female,Multan,Med,8,8.6,7.5,83.9,2.35,72.8,81.8,93.6,5.4,3.7,2.9,1,7.5,1.6,5.8,1,49.0,F,0.0,Fail
STU-1887,Bilal Khan,Female,Peshawar,EE,1,6.0,8.6,87.8,2.77,89.6,70.4,61.8,3.7,6.0,4.6,1,6.9,1.1,8.0,0,23.9,F,0.0,Fail
STU-1888,Kamran Butt,Female,Multan,Med,2,6.6,9.6,93.1,2.45,93.8,64.1,93.7,4.3,2.7,5.4,1,6.2,0.6,7.6,1,48.4,F,0.0,Fail
STU-1889,Kamran Ahmed,Female,Peshawar,Civil,4,6.3,6.6,74.7,2.98,90.2,77.8,92.6,3.4,5.0,5.1,0,7.8,1.7,9.3,0,56.5,D,1.0,At-Risk
STU-1890,Kamran Khan,Female,Karachi,CS,3,5.1,9.7,96.3,2.69,79.4,85.9,66.1,6.8,4.7,6.3,0,8.1,2.8,3.7,1,49.5,F,0.0,Fail
STU-1891,Omar Butt,Female,Karachi,CS,1,4.4,7.0,76.4,2.65,75.2,87.2,91.8,3.7,2.7,2.0,0,3.4,1.7,5.6,1,25.6,F,0.0,Fail
STU-1892,Fatima Ahmed,Male,Karachi,BBA,6,2.7,8.3,66.6,2.37,79.1,88.1,78.9,5.1,5.4,2.1,1,8.6,1.1,3.5,1,9.6,F,0.0,Fail
STU-1893,Nadia Hussain,Female,Karachi,BBA,7,8.3,8.1,85.4,2.02,94.8,73.6,95.9,5.5,7.0,2.4,1,6.1,0.2,5.6,0,45.3,F,0.0,Fail
STU-1894,Tariq Hussain,Female,Islamabad,BBA,1,6.7,8.9,88.6,2.64,88.0,73.7,88.2,6.7,7.7,2.9,1,8.1,0.6,8.6,0,34.4,F,0.0,Fail
STU-1895,Rabia Khan,Male,Peshawar,Med,6,9.3,8.8,89.7,1.66,64.8,45.6,64.3,3.0,3.6,6.6,1,7.8,0.9,5.4,1,40.5,F,0.0,Fail
STU-1896,Kamran Chaudhry,Male,Karachi,Mech,6,5.4,5.4,97.3,2.54,85.3,48.3,83.2,6.8,5.7,1.9,0,4.2,0.0,7.8,1,34.8,F,0.0,Fail
STU-1897,Rabia Hassan,Male,Multan,CS,7,4.8,8.0,93.8,2.49,85.0,82.9,87.4,5.3,3.6,2.4,1,8.6,2.8,5.0,1,34.9,F,0.0,Fail
STU-1898,Omar Hassan,Male,Karachi,Mech,4,6.9,8.7,92.5,2.62,68.3,78.6,92.6,6.2,6.3,3.1,1,5.1,0.5,7.1,1,48.6,F,0.0,Fail
STU-1899,Maria Iqbal,Male,Lahore,CS,7,4.3,9.1,90.5,2.92,94.9,84.2,92.6,6.4,4.6,5.2,0,9.4,1.7,6.3,0,65.1,C+,2.5,At-Risk
STU-1900,Amna Chaudhry,Male,Karachi,Civil,7,8.3,6.4,75.0,3.7,87.9,75.2,81.3,2.7,2.3,2.9,0,8.9,0.1,8.0,0,81.6,A,4.0,Pass
STU-1901,Usman Malik,Female,Peshawar,BBA,8,6.9,7.4,78.2,3.15,84.6,45.3,95.0,7.5,1.7,4.6,0,6.1,1.0,5.9,1,79.1,B+,3.5,Pass
STU-1902,Rabia Hassan,Female,Lahore,Med,2,4.3,7.3,89.5,3.5,74.9,59.1,81.6,4.1,2.8,5.5,0,7.1,0.3,9.1,0,43.3,F,0.0,Fail
STU-1903,Ahmed Ali,Male,Islamabad,BBA,7,4.3,9.2,98.5,3.28,81.3,95.6,79.1,5.6,2.6,5.6,0,9.0,1.5,6.1,1,53.3,D,1.0,At-Risk
STU-1904,Tariq Butt,Female,Peshawar,CS,4,5.4,8.4,71.1,3.13,71.1,63.4,74.4,6.9,2.7,3.6,0,8.0,0.7,4.4,0,53.5,D,1.0,At-Risk
STU-1905,Maria Hassan,Male,Karachi,BBA,7,5.5,9.7,87.5,3.93,91.1,54.0,55.1,2.2,3.2,1.9,0,9.6,1.3,7.2,1,57.6,D,1.0,At-Risk
STU-1906,Zara Sheikh,Male,Peshawar,CS,7,3.6,9.1,75.9,2.98,86.4,86.9,66.7,5.8,3.9,5.1,0,8.3,0.5,5.3,0,34.0,F,0.0,Fail
STU-1907,Sana Ali,Male,Multan,EE,5,9.7,5.6,85.0,3.36,91.3,72.0,95.8,5.4,2.2,2.2,0,9.1,2.0,6.2,0,86.2,A+,4.0,Pass
STU-1908,Sara Butt,Male,Islamabad,BBA,5,4.2,6.4,70.5,1.65,80.7,63.9,82.4,8.2,3.9,4.2,0,7.3,0.8,4.7,0,2.7,F,0.0,Fail
STU-1909,Sana Hussain,Male,Karachi,BBA,4,6.5,6.5,91.1,3.23,88.6,45.7,76.2,5.5,4.9,6.1,0,6.5,0.2,5.8,0,42.6,F,0.0,Fail
STU-1910,Tariq Hussain,Male,Multan,Civil,6,5.5,8.9,89.3,2.47,86.2,76.1,87.7,4.7,2.4,2.4,0,9.6,1.9,7.7,0,58.4,D,1.0,At-Risk
STU-1911,Ayesha Ali,Male,Karachi,Med,7,3.7,8.6,86.3,2.19,84.2,71.3,68.2,6.3,7.6,5.4,0,8.2,2.2,8.1,1,15.1,F,0.0,Fail
STU-1912,Amna Ali,Female,Karachi,Mech,3,2.9,8.0,83.9,3.44,84.9,85.3,65.7,3.3,2.2,3.5,0,7.7,1.9,7.9,1,39.6,F,0.0,Fail
STU-1913,Hassan Hassan,Male,Islamabad,Mech,7,8.6,8.9,85.9,2.45,78.5,76.5,80.3,5.3,3.5,4.1,0,6.7,0.7,8.7,0,68.3,C+,2.5,At-Risk
STU-1914,Maria Hussain,Female,Quetta,CS,4,5.7,8.5,92.1,2.41,68.7,54.5,85.3,4.7,4.6,8.3,0,8.6,0.4,7.6,1,33.4,F,0.0,Fail
STU-1915,Maria Khan,Male,Lahore,BBA,5,4.6,8.9,95.7,3.66,71.3,85.9,82.2,4.9,3.1,3.8,0,5.9,2.1,6.9,0,59.8,D,1.0,At-Risk
STU-1916,Nadia Ali,Female,Lahore,EE,7,6.7,8.9,80.9,3.33,90.5,87.8,69.6,4.4,4.6,4.0,1,7.1,2.8,6.4,1,61.7,C,2.0,At-Risk
STU-1917,Ali Chaudhry,Male,Islamabad,Civil,7,8.3,7.3,70.8,3.18,65.3,73.7,90.7,4.1,1.7,6.8,0,4.0,0.8,5.5,0,63.9,C,2.0,At-Risk
STU-1918,Zara Khan,Female,Karachi,Civil,7,4.7,8.7,78.5,3.9,70.5,52.8,92.8,7.4,2.3,3.3,1,8.5,0.7,6.5,0,58.1,D,1.0,At-Risk
STU-1919,Rabia Hussain,Male,Multan,Mech,1,6.0,9.0,72.3,3.44,74.3,81.5,70.4,7.3,5.0,6.2,1,8.8,2.0,4.3,1,38.7,F,0.0,Fail
STU-1920,Sara Ahmed,Female,Islamabad,Med,4,7.6,9.4,92.1,2.92,96.1,60.9,78.4,5.2,5.3,6.0,1,8.0,1.0,7.2,1,58.6,D,1.0,At-Risk
STU-1921,Ali Ali,Female,Karachi,Med,5,6.8,6.7,96.2,2.88,81.7,80.3,90.7,2.3,3.4,3.0,1,6.2,2.2,8.2,1,44.6,F,0.0,Fail
STU-1922,Faisal Hassan,Male,Quetta,BBA,2,6.5,9.1,69.8,2.47,73.8,66.0,93.9,4.0,4.7,7.4,0,5.5,2.1,5.8,1,32.7,F,0.0,Fail
STU-1923,Ali Ahmed,Male,Lahore,Civil,5,8.5,7.1,81.9,3.27,64.6,63.6,82.5,3.4,4.3,4.5,1,7.5,1.1,8.2,0,70.7,B,3.0,Pass
STU-1924,Nadia Ali,Male,Peshawar,Med,7,3.2,7.0,67.1,2.87,96.0,81.9,75.7,3.0,6.3,5.0,1,8.2,0.4,7.4,0,0.0,F,0.0,Fail
STU-1925,Usman Sheikh,Female,Lahore,EE,5,4.5,8.0,97.1,3.6,77.2,66.0,89.3,3.3,1.1,5.4,0,4.5,0.9,6.4,1,60.7,C,2.0,At-Risk
STU-1926,Faisal Hussain,Female,Karachi,Civil,1,9.1,6.6,67.3,2.84,63.1,82.8,85.5,7.3,2.7,8.1,0,7.7,1.3,8.5,0,66.3,C+,2.5,At-Risk
STU-1927,Tariq Hassan,Female,Peshawar,Civil,1,8.0,8.4,92.7,2.55,80.4,67.1,73.9,5.3,4.5,2.9,0,5.6,1.3,4.9,0,55.6,D,1.0,At-Risk
STU-1928,Amna Hassan,Female,Lahore,Mech,4,5.9,7.0,89.8,3.24,89.0,83.2,95.3,6.0,3.7,7.0,0,7.2,1.4,8.1,1,70.2,B,3.0,Pass
STU-1929,Maria Khan,Female,Karachi,CS,1,6.4,7.5,63.4,1.78,70.5,71.5,87.9,6.5,6.3,6.7,0,7.2,2.1,8.3,1,6.5,F,0.0,Fail
STU-1930,Ali Khan,Male,Karachi,Mech,8,7.4,8.9,75.2,2.07,87.3,94.9,84.3,4.7,8.3,3.5,0,9.6,0.3,9.9,1,58.8,D,1.0,At-Risk
STU-1931,Usman Ali,Female,Karachi,BBA,2,8.8,7.7,79.8,3.45,75.0,93.8,92.6,6.7,5.6,2.7,0,5.7,1.5,5.7,1,79.1,B+,3.5,Pass
STU-1932,Imran Khan,Female,Lahore,BBA,4,6.8,7.2,81.2,3.45,66.3,64.4,77.2,5.9,4.0,1.9,0,6.5,1.1,9.2,0,59.6,D,1.0,At-Risk
STU-1933,Ahmed Khan,Male,Lahore,EE,4,5.8,6.2,88.2,2.97,81.5,70.9,76.0,7.9,3.2,1.8,1,4.0,1.0,8.2,0,53.8,D,1.0,At-Risk
STU-1934,Usman Butt,Male,Lahore,Med,7,5.1,6.8,84.5,2.49,96.0,63.6,79.7,2.2,2.8,2.8,0,7.7,1.5,4.9,0,48.9,F,0.0,Fail
STU-1935,Kamran Malik,Male,Karachi,Civil,7,7.2,8.0,77.7,1.75,79.9,80.2,70.8,2.9,3.6,1.7,0,5.4,0.8,9.1,1,49.7,F,0.0,Fail
STU-1936,Omar Iqbal,Male,Islamabad,Mech,7,4.3,6.3,82.0,3.66,71.5,83.2,69.4,5.8,6.8,5.5,0,8.2,1.2,7.0,0,18.2,F,0.0,Fail
STU-1937,Ahmed Hassan,Female,Islamabad,Med,8,4.2,9.3,81.5,3.15,77.4,68.8,77.5,2.8,3.8,5.0,0,9.7,1.0,3.5,1,30.1,F,0.0,Fail
STU-1938,Rabia Ahmed,Male,Islamabad,Med,5,7.0,9.7,85.2,2.18,78.0,77.1,62.8,6.3,6.0,3.5,0,6.7,1.0,8.9,0,40.9,F,0.0,Fail
STU-1939,Sana Khan,Male,Quetta,Civil,3,7.3,7.3,83.5,2.91,82.9,82.5,81.4,6.0,6.1,2.0,0,4.5,2.5,9.0,1,48.1,F,0.0,Fail
STU-1940,Fatima Hussain,Female,Karachi,BBA,4,3.4,8.5,57.2,3.86,80.5,68.5,85.4,4.9,5.1,3.6,0,5.1,2.0,7.9,0,13.8,F,0.0,Fail
STU-1941,Usman Chaudhry,Male,Lahore,BBA,5,7.8,7.2,87.7,3.63,84.9,94.0,95.9,5.7,2.6,6.8,1,7.4,2.2,9.7,0,94.0,A+,4.0,Pass
STU-1942,Amna Butt,Male,Quetta,Mech,1,4.7,8.2,86.1,2.99,86.9,91.6,94.7,3.6,1.8,2.5,0,8.0,1.1,7.6,1,64.0,C,2.0,At-Risk
STU-1943,Hina Sheikh,Male,Islamabad,EE,2,6.4,8.5,83.6,1.67,77.4,52.0,75.7,1.8,1.9,4.0,0,8.2,1.7,9.4,0,34.2,F,0.0,Fail
STU-1944,Hina Ahmed,Male,Islamabad,BBA,1,3.8,7.3,93.0,3.2,73.9,84.0,68.4,8.5,2.7,4.5,1,3.7,1.0,6.4,1,47.9,F,0.0,Fail
STU-1945,Ahmed Khan,Male,Islamabad,Civil,3,3.2,7.1,85.0,2.76,81.9,66.7,66.6,7.3,3.3,4.3,1,4.3,0.6,5.8,1,21.2,F,0.0,Fail
STU-1946,Rabia Sheikh,Male,Multan,CS,6,6.4,8.7,91.3,3.0,96.3,63.9,68.6,2.8,2.9,5.9,0,2.9,0.5,6.3,1,42.5,F,0.0,Fail
STU-1947,Ali Chaudhry,Female,Quetta,BBA,5,4.0,9.9,90.4,2.99,82.1,92.9,86.4,3.5,1.4,7.1,0,7.2,0.8,6.5,0,49.2,F,0.0,Fail
STU-1948,Rabia Hussain,Female,Karachi,BBA,1,3.1,7.9,90.9,2.68,76.8,64.6,81.6,8.8,6.6,3.9,0,6.0,1.1,9.3,1,22.5,F,0.0,Fail
STU-1949,Rabia Hussain,Male,Peshawar,CS,1,5.5,6.8,89.9,3.23,85.8,68.7,86.1,4.7,4.5,8.9,1,6.3,0.7,8.1,0,31.1,F,0.0,Fail
STU-1950,Maria Ahmed,Male,Karachi,BBA,6,6.8,9.6,98.6,2.63,65.7,78.0,67.5,7.1,1.0,2.3,0,8.3,1.4,8.8,0,84.6,A,4.0,Pass
STU-1951,Imran Sheikh,Male,Lahore,EE,7,3.2,8.8,94.3,3.36,66.9,74.5,83.4,7.9,4.1,3.7,0,4.6,0.7,8.0,0,45.2,F,0.0,Fail
STU-1952,Tariq Chaudhry,Female,Lahore,CS,6,8.8,7.8,72.7,3.14,83.1,48.9,91.0,2.9,2.8,3.7,0,7.5,0.5,5.5,1,49.7,F,0.0,Fail
STU-1953,Zara Khan,Male,Islamabad,BBA,2,8.1,6.6,89.3,3.12,81.8,84.2,82.7,5.6,3.0,5.1,1,3.9,1.5,6.0,1,57.2,D,1.0,At-Risk
STU-1954,Amna Hassan,Male,Karachi,EE,3,3.6,7.7,93.1,3.9,71.5,75.8,89.4,9.2,4.3,6.2,0,8.7,1.0,7.5,0,55.5,D,1.0,At-Risk
STU-1955,Fatima Hussain,Male,Multan,Med,4,7.1,8.7,71.8,3.0,85.7,61.5,75.8,5.0,2.0,1.2,0,7.6,2.5,8.6,1,52.4,D,1.0,At-Risk
STU-1956,Hina Iqbal,Female,Islamabad,CS,8,5.4,8.8,67.9,3.45,82.3,93.4,96.7,3.8,2.3,2.6,0,5.8,3.1,8.6,0,64.4,C,2.0,At-Risk
STU-1957,Sara Ali,Female,Lahore,Mech,6,5.1,8.0,82.9,2.61,80.4,91.1,75.0,6.1,4.3,4.6,0,6.0,0.7,6.9,0,38.3,F,0.0,Fail
STU-1958,Bilal Khan,Male,Quetta,Civil,6,5.0,8.0,84.2,2.79,87.1,79.2,56.3,2.5,2.2,4.3,1,5.3,2.4,7.5,0,3.2,F,0.0,Fail
STU-1959,Kamran Malik,Male,Lahore,EE,5,5.6,8.8,83.1,2.68,79.2,70.5,86.0,6.0,4.4,1.9,0,6.6,0.5,6.2,0,72.4,B,3.0,Pass
STU-1960,Ali Butt,Female,Lahore,Mech,2,7.8,6.1,90.4,3.3,81.1,67.5,53.7,4.0,4.4,3.4,1,7.4,1.7,7.0,0,48.6,F,0.0,Fail
STU-1961,Rabia Hussain,Male,Karachi,Med,7,6.8,9.3,83.6,3.27,60.0,77.5,95.7,7.5,4.5,3.7,0,8.5,1.6,8.3,0,75.2,B+,3.5,Pass
STU-1962,Fatima Khan,Male,Multan,BBA,5,4.6,7.4,97.3,3.63,80.9,49.7,76.3,7.3,8.2,2.2,1,5.5,1.0,8.3,1,38.5,F,0.0,Fail
STU-1963,Amna Khan,Female,Lahore,BBA,6,6.0,6.7,64.6,2.05,88.0,69.7,77.2,4.1,3.5,5.0,0,4.2,2.8,9.2,0,8.6,F,0.0,Fail
STU-1964,Ayesha Hussain,Male,Lahore,Civil,5,9.2,7.9,84.7,3.26,79.7,84.3,75.3,4.3,2.4,2.0,0,6.8,1.1,9.9,0,88.1,A+,4.0,Pass
STU-1965,Ahmed Khan,Female,Islamabad,EE,2,3.5,7.9,91.7,2.4,75.8,95.2,73.8,4.8,3.5,4.3,1,6.4,0.2,6.0,1,33.9,F,0.0,Fail
STU-1966,Imran Chaudhry,Female,Karachi,Mech,5,6.9,8.9,98.1,1.74,82.4,54.1,66.6,5.0,6.7,6.7,1,5.6,0.9,6.7,1,24.7,F,0.0,Fail
STU-1967,Hassan Ahmed,Male,Peshawar,Med,7,4.2,8.2,84.3,3.13,87.8,78.3,74.2,2.4,3.2,3.5,0,4.6,1.2,6.1,0,23.6,F,0.0,Fail
STU-1968,Tariq Ali,Male,Peshawar,BBA,1,7.4,7.9,82.7,3.54,93.7,86.7,76.3,3.6,5.2,8.0,1,8.4,1.8,7.1,1,69.1,C+,2.5,At-Risk
STU-1969,Sara Malik,Male,Karachi,BBA,3,4.6,9.1,79.9,3.56,89.5,74.2,61.7,4.0,6.5,6.9,1,8.8,0.8,8.4,0,31.2,F,0.0,Fail
STU-1970,Ahmed Ali,Female,Karachi,BBA,4,4.7,9.3,96.1,3.93,85.0,78.9,48.2,5.1,5.6,1.4,0,4.5,1.0,5.1,1,54.7,D,1.0,At-Risk
STU-1971,Kamran Ahmed,Male,Islamabad,Med,8,4.6,7.4,86.4,3.4,66.4,78.4,92.2,8.0,2.8,7.0,0,5.3,1.7,6.8,0,47.3,F,0.0,Fail
STU-1972,Bilal Chaudhry,Male,Islamabad,Med,4,3.7,6.6,77.1,2.64,80.9,56.5,90.0,6.0,2.7,2.1,0,9.3,1.6,4.5,0,44.4,F,0.0,Fail
STU-1973,Imran Iqbal,Female,Quetta,CS,2,9.5,9.0,85.6,2.89,66.7,74.0,52.2,6.1,3.7,6.3,0,8.2,1.2,7.9,0,69.8,C+,2.5,At-Risk
STU-1974,Omar Ahmed,Male,Lahore,Mech,4,5.4,6.8,96.9,2.54,91.7,69.6,84.5,8.9,4.8,5.5,0,7.9,1.6,4.6,1,48.9,F,0.0,Fail
STU-1975,Usman Chaudhry,Female,Multan,Civil,6,9.6,6.2,91.0,2.64,66.6,89.9,90.6,9.0,1.4,4.2,0,7.8,0.8,8.7,1,94.0,A+,4.0,Pass
STU-1976,Ali Ali,Male,Quetta,Med,7,6.8,8.0,77.7,2.77,71.4,63.4,91.9,4.3,5.7,2.2,0,6.0,0.5,5.7,1,43.2,F,0.0,Fail
STU-1977,Sana Iqbal,Male,Lahore,CS,5,5.8,9.5,86.7,2.58,68.8,81.0,97.7,4.8,3.9,5.6,0,8.4,1.5,6.6,1,53.5,D,1.0,At-Risk
STU-1978,Sara Malik,Male,Karachi,CS,6,6.9,8.2,76.7,3.3,89.2,51.5,58.9,6.3,7.3,4.9,0,6.9,2.4,9.5,1,46.9,F,0.0,Fail
STU-1979,Sana Chaudhry,Male,Peshawar,BBA,7,4.2,7.4,88.9,2.62,56.8,75.7,75.2,3.7,1.9,3.2,1,7.0,0.5,6.2,0,22.7,F,0.0,Fail
STU-1980,Ayesha Khan,Female,Quetta,CS,7,5.7,9.7,96.1,2.17,81.8,75.6,91.2,7.8,7.4,2.0,0,5.6,1.3,7.6,0,50.7,D,1.0,At-Risk
STU-1981,Nadia Hassan,Male,Karachi,CS,7,9.2,9.1,87.2,3.78,92.4,53.2,92.8,6.2,4.8,2.5,0,7.1,0.8,4.4,0,91.7,A+,4.0,Pass
STU-1982,Tariq Hussain,Female,Karachi,Med,5,7.3,8.0,84.5,2.74,80.8,70.4,85.2,7.6,3.6,2.0,0,7.5,0.2,6.5,1,66.0,C+,2.5,At-Risk
STU-1983,Sara Khan,Female,Islamabad,CS,6,6.2,7.3,95.9,3.8,73.7,42.1,94.6,4.2,3.0,4.6,0,6.8,2.3,5.7,0,62.9,C,2.0,At-Risk
STU-1984,Imran Hassan,Male,Karachi,Civil,5,4.2,6.5,89.3,3.43,94.9,60.4,66.0,5.2,2.2,4.5,0,7.1,1.6,7.7,1,46.8,F,0.0,Fail
STU-1985,Usman Chaudhry,Female,Islamabad,Civil,7,7.5,8.1,84.1,2.89,71.0,82.4,68.7,3.8,3.1,2.7,0,5.9,0.5,5.9,1,57.1,D,1.0,At-Risk
STU-1986,Ali Ali,Female,Karachi,Med,7,7.5,6.9,89.3,3.41,82.1,69.1,63.2,4.1,2.0,3.8,0,7.1,1.5,8.8,0,60.5,C,2.0,At-Risk
STU-1987,Usman Butt,Female,Islamabad,Mech,8,4.9,7.9,55.3,2.94,79.2,92.6,48.3,3.2,1.8,3.3,0,7.2,0.3,6.5,1,31.7,F,0.0,Fail
STU-1988,Sana Butt,Female,Karachi,BBA,7,8.1,8.5,95.0,2.36,78.4,47.8,88.3,8.7,5.1,1.4,0,3.6,0.8,6.3,0,60.5,C,2.0,At-Risk
STU-1989,Rabia Ahmed,Male,Peshawar,EE,8,6.8,8.3,76.6,2.58,82.8,66.7,77.8,7.7,3.7,4.9,0,6.9,1.8,8.3,1,38.6,F,0.0,Fail
STU-1990,Nadia Hussain,Male,Karachi,Mech,6,7.2,8.5,95.0,2.96,79.3,84.9,64.3,7.2,2.7,3.1,1,7.6,1.6,7.3,1,56.6,D,1.0,At-Risk
STU-1991,Bilal Butt,Male,Islamabad,BBA,7,7.8,7.2,96.2,3.08,75.4,66.0,82.0,5.1,3.7,2.3,0,3.3,1.7,6.8,1,70.7,B,3.0,Pass
STU-1992,Kamran Sheikh,Female,Lahore,CS,2,7.9,6.4,86.5,2.79,71.2,79.1,87.7,5.2,4.9,4.5,0,8.0,2.1,5.3,1,53.5,D,1.0,At-Risk
STU-1993,Maria Malik,Female,Karachi,CS,7,7.3,7.6,86.0,3.16,83.1,57.9,88.9,4.7,4.3,4.5,0,5.4,1.8,8.7,1,64.6,C,2.0,At-Risk
STU-1994,Hina Hussain,Male,Lahore,EE,2,9.1,6.4,78.7,1.89,84.5,93.7,65.2,6.6,2.2,2.0,0,3.8,1.4,8.9,0,66.1,C+,2.5,At-Risk
STU-1995,Bilal Ali,Female,Lahore,Mech,6,8.6,6.1,83.9,2.78,83.3,79.2,78.0,3.0,1.8,2.2,0,9.2,0.3,5.5,1,64.8,C,2.0,At-Risk
STU-1996,Sana Iqbal,Male,Multan,BBA,8,6.3,7.3,76.6,3.55,78.8,91.1,81.0,6.0,6.4,4.6,1,3.5,0.5,8.5,1,26.3,F,0.0,Fail
STU-1997,Rabia Sheikh,Female,Multan,Mech,8,6.2,6.0,83.5,2.79,94.0,50.6,68.7,5.2,3.6,1.6,0,9.7,0.3,8.7,1,55.8,D,1.0,At-Risk
STU-1998,Kamran Chaudhry,Male,Islamabad,Civil,6,8.2,5.4,86.8,3.36,90.2,53.2,96.6,5.5,3.7,4.2,0,7.8,2.7,8.2,1,66.3,C+,2.5,At-Risk
STU-1999,Faisal Khan,Female,Karachi,Civil,8,4.9,9.3,89.7,3.66,73.4,78.3,90.5,7.1,5.4,4.3,0,8.2,1.3,7.2,1,66.3,C+,2.5,At-Risk
STU-2000,Ahmed Malik,Male,Lahore,CS,5,7.4,6.9,75.0,3.83,69.8,67.8,89.4,3.2,2.9,3.4,0,8.0,1.1,3.4,1,74.6,B,3.0,Pass
STU-2001,Hassan Hussain,Male,Islamabad,Civil,6,6.6,8.2,73.9,2.72,82.6,60.5,85.8,5.4,3.6,3.3,0,8.2,2.4,6.4,1,42.5,F,0.0,Fail
STU-2002,Bilal Butt,Male,Lahore,CS,7,6.8,8.7,72.5,3.66,83.7,91.5,71.2,4.8,4.8,4.2,0,4.6,2.7,7.8,1,47.0,F,0.0,Fail
STU-2003,Faisal Ali,Male,Lahore,Civil,1,8.0,9.2,91.9,3.31,82.0,55.5,73.5,4.6,3.9,8.0,0,5.5,2.0,4.8,0,51.2,D,1.0,At-Risk
STU-2004,Sara Hassan,Female,Peshawar,Civil,2,2.7,6.6,94.1,2.94,89.7,66.2,92.2,6.2,7.0,1.8,1,9.9,1.4,5.1,0,25.2,F,0.0,Fail
STU-2005,Ali Iqbal,Female,Islamabad,EE,1,3.6,8.7,84.5,2.44,74.4,79.6,69.5,8.1,1.8,2.1,0,8.4,2.4,7.3,1,52.6,D,1.0,At-Risk
STU-2006,Imran Ali,Female,Quetta,Med,5,6.7,9.5,91.9,2.69,94.2,70.4,74.6,5.3,7.9,3.7,0,8.1,1.6,9.5,1,48.8,F,0.0,Fail
STU-2007,Omar Hassan,Male,Lahore,CS,2,4.8,9.2,93.7,3.61,97.8,89.0,94.6,3.5,3.5,4.2,1,7.9,1.3,5.3,1,64.1,C,2.0,At-Risk
STU-2008,Bilal Sheikh,Female,Lahore,EE,2,9.0,6.9,85.9,3.14,71.8,89.0,84.7,3.8,2.4,6.0,0,4.1,1.9,8.8,0,65.6,C+,2.5,At-Risk
STU-2009,Ayesha Malik,Female,Peshawar,Civil,8,8.1,9.3,90.6,2.44,89.8,72.2,76.0,5.0,1.9,2.3,0,8.2,1.7,8.8,0,74.5,B,3.0,Pass
STU-2010,Omar Ahmed,Male,Islamabad,CS,5,3.1,9.2,96.4,2.99,83.1,84.1,86.2,5.2,4.8,2.3,1,8.9,1.7,8.8,1,51.9,D,1.0,At-Risk
STU-2011,Sana Ahmed,Female,Karachi,EE,8,7.1,8.7,92.1,3.18,87.8,71.5,63.9,3.8,1.5,6.5,1,8.4,0.7,6.6,1,57.4,D,1.0,At-Risk
